1;Cetak Blangko Surat Perintah Perbaikan;49;25000
2;Cetak Blangko Surat Setoran Pajak Daerah Bea Perolehan Hak Atas Tanah dan Bangunan (SSPD BPHTB) 6 Lembar;41;8500
3;Cetak Blangko tanda bukti penerimaan;49;37200
4;Cetak Blangko Tanda Bukti Penerimaan Ukuran 1/2 Qwarto;49;25000
5;Cetak Blangko Tanda Bukti Penerimaan Ukuran Qwarto;49;40000
6;Cetak Blangko Tanda Terima Sementara Pembayaran PBB (NCR);49;50000
7;Cetak Blanko / Formulir / Cetakan KPU Cetak Kartu Suara 70 Gram;41;500
8;Cetak Blanko / Formulir / Cetakan KPU Formulir C2 KWKm Plano KPU;41;5000
9;Cetak Blangko Kartu Cetak Pajak Air Tanah ;49;2350
10;Cetak Cetakan buku uji kendaraan bermotor;49;12600
11;Cetak Daftar Penerimaan Harian PBB;17;85000
12;Cetak Daftar perjalanan ijin trayek 9 1/2 x 11 inci 3;13;1249900
13;Cetak Daftar Wajib Pajak Yang Mengajukan Keberatan PBB;17;85000
14;Cetak Daftar Wajib Pajak Yang Mengajukan Pembatalan PBB;17;85000
15;Cetak Daftar Wajib Pajak Yang Mengajukan Pembetulan PBB;17;85000
16;Cetak Kantong kartu buku ;10;7600
17;Cetak Kartu Barang;41;1000
18;Cetak Kartu Kendali Surat Keluar (NCR);49;10000
19;Cetak Kartu Kendali Surat Masuk (NCR);49;10000
20;Cetak Kartu Kendaraan Bermotor;41;2000
21;Cetak Kartu pengawasan ijin trayek 9 1/2 x 11 inci 3;13;1249900
22;Cetak Kertas Kop SK/ Kop Surat Garuda Emas;17;225000
23;Cetak Kertas Surat Kop Dinas Folio 1 Muka 1 Warna HVS 70 gram;17;75000
24;Cetak Kertas Surat Kop Hot Print HVS 80 gram;17;140000
25;Cetak Kertas Surat Kop Sekretariat Daerah Folio 1 Muka   1 Warna HVS 70 gram;17;75000
26;Cetak Label Buku Vinly;48;4700
27;Cetak Leges Pelayanan Administrasi @ Rp. 1000,-;55;75
28;Cetak Leges Pelayanan Administrasi @ Rp. 500,-;55;75
29;Cetak Map dengan Lambang Kertas Dico;10;900
30;Cetak Map Lambang Kertas Crome Coted;41;4700
31;Cetak Nota/Memo Dinas;49;35000
32;Cetak Pembuatan Stiker Besar;10;2000
33;Cetak Pembuatan Stiker Kecil;10;800
34;CetakPembuatan Stiker Sedang;10;1100
35;Cetak Penneng PKB;42;3300
36;Cetak Percetakan Cover Kertas Linen;41;3800
37;Cetak Permohonan Keberatan dan Pengurangan PBB;17;90000
38;Cetak Pipil kios;41;50
39;Cetak Plat uji dan kelengkapannya;42;4300
40;Cetak Sampul SPJ;10;1250
41;Cetak Sheet Katalogus;48;28500
42;Cetak SK ijin trayek contonous 9 1/2 x 11 inci 3;13;1249900
43;Cetak SK Ijin Trayek Contonous 9 1/2 x 11 inci 3;13;1008000
44;Cetak SKRD ( Surat Keterangan Retribusi Daerah );49;40000
45;Cetak Slip Tanggal Kembali;48;2900
46;CetakSPOP Kolektif;17;95000
47;CetakStof Map Lambang Kertas Crom Coted ;49;4750
48;CetakSTTS Pembayaran PBB;49;40000
49;Cetak Surat Pemberitahuan Objek Pajak dan Lampiran;17;95000
50;Cetak Surat Tagihan Pajak Daerah (STPD);42;1100
51;Cetak Arsip KTA Lipat 2 Uk. 15 x 15 cm;41;500
52;Cetak Arsip KTA Lipat 3 Uk. 23 x 12,5 cm;41;600
53;Cetak Cover Penerbitan 3 warna                                            ;42;7900
54;Cetak Cover Penerbitan 5 warna DF;42;11100
55;Cetak Gambar / peta Berwarna A1;41;256500
56;Cetak Kartu Buku Uk.12,5 x 7,5 cm;41;400
57;Cetak Kartu Pendaftaran Uk. 12,5 x 7,5 cm;41;400
58;Cetak Label Bangunan;10;11100
59;Cetak Label Barang Inventaris Lainnya ;10;1100
60;Cetak Label Buku;41;300
61;Cetak peta Digital Ukuran 40;41;600
62;Cetak stiker Kendaraan Bermotor;10;3300
63;Cetak Tanggal Kembali;41;300
64;Kantong Buku;41;400
65;Cetak Kertas HVS, 60 gram 1/2 Folio 1 Muka 1 warna;17;57000
66;Cetak Kertas HVS, 60 gram 1/2 Folio 1 Muka 2 warna;17;71000
67;Cetak Kertas HVS, 60 gram 1/2 Folio 1 Muka 3 warna;17;84000
68;Cetak Kertas HVS, 60 gram 1/2 Folio 1 Muka full color;17;1127000
69;Cetak Kertas HVS, 60 gram 1/2 Folio 2 Muka 1 warna;17;71000
70;Cetak Kertas HVS, 60 gram 1/2 Folio 2 Muka 2 warna;17;92000
71;Cetak Kertas HVS, 60 gram 1/2 Folio 2 Muka 3 warna;17;110000
72;Cetak Kertas HVS, 60 gram 1/2 Folio 2 Muka full color;17;660000
73;Cetak Kertas HVS, 60 gram 1/2 Kwarto 1 Muka 1 warna;17;58000
74;Cetak Kertas HVS, 60 gram 1/2 Kwarto 1 Muka 2 warna;17;71000
75;Cetak Kertas HVS, 60 gram 1/2 Kwarto 1 Muka 3 warna;17;85000
76;Cetak Kertas HVS, 60 gram 1/2 Kwarto 1 Muka full color;17;1127000
77;Cetak Kertas HVS, 60 gram 1/2 Kwarto 2 Muka 1 warna;17;71000
78;Cetak Kertas HVS, 60 gram 1/2 Kwarto 2 Muka 2 warna;17;92000
79;Cetak Kertas HVS, 60 gram 1/2 Kwarto 2 Muka 3 warna;17;110000
80;Cetak Kertas HVS, 60 gram 1/2 Kwarto 2 Muka full color;17;660000
81;Cetak Kertas HVS, 60 gram Double Folio 1 Muka 1 warna;17;124000
82;Cetak Kertas HVS, 60 gram Double Folio 1 Muka 2 warna;17;158000
83;Cetak Kertas HVS, 60 gram Double Folio 1 Muka 3 warna;17;194000
84;Cetak Kertas HVS, 60 gram Double Folio 1 Muka full color;17;1546000
85;Cetak Kertas HVS, 60 gram Double Folio 2 Muka 1 warna;17;146000
86;Cetak Kertas HVS, 60 gram Double Folio 2 Muka 2 warna;17;187000
87;Cetak Kertas HVS, 60 gram Double Folio 2 Muka 3 warna;17;214000
88;Cetak Kertas HVS, 60 gram Double Folio 2 Muka full color;17;2245000
89;Cetak Kertas HVS, 60 gram Double Kwarto 1 Muka 1 warna;17;124000
90;Cetak Kertas HVS, 60 gram Double Kwarto 1 Muka 2 warna;17;158000
91;Cetak Kertas HVS, 60 gram Double Kwarto 1 Muka 3 warna;17;194000
92;Cetak Kertas HVS, 60 gram Double Kwarto 1 Muka full color;17;1546000
93;Cetak Kertas HVS, 60 gram Double Kwarto 2 Muka 1 warna;17;146000
94;Cetak Kertas HVS, 60 gramDouble Kwarto 2 Muka 2 warna;17;187000
95;Cetak Kertas HVS, 60 gram Double Kwarto 2 Muka 3 warna;17;214000
96;Cetak Kertas HVS, 60 gram Double Kwarto 2 Muka full color;17;2245000
97;Cetak Kertas HVS, 60 gram Folio 1 Muka 1 warna;17;58000
98;Cetak Kertas HVS, 60 gram Folio 1 Muka 2 warna;17;71000
99;Cetak Kertas HVS, 60 gram Folio 1 Muka 3 warna;17;84000
100;Cetak Kertas HVS, 60 gram Folio 1 Muka full color;17;1127000
101;Cetak Kertas HVS, 60 gram Folio 2 Muka 1 warna;17;71000
102;Cetak Kertas HVS, 60 gram Folio 2 Muka 2 warna;17;92000
103;Cetak Kertas HVS, 60 gram Folio 2 Muka 3 warna;17;106000
104;Cetak Kertas HVS, 60 gram Folio 2 Muka full color;17;660000
105;Cetak Kertas HVS, 60 gram Kwarto 1 Muka 1 warna;17;57000
106;Cetak Kertas HVS, 60 gram Kwarto 1 Muka 2 warna;17;71000
107;Cetak Kertas HVS, 60 gram Kwarto 1 Muka 3 warna;17;84000
108;Cetak Kertas HVS, 60 gram Kwarto 1 Muka full color;17;1127000
109;Cetak Kertas HVS, 60 gram Kwarto 2 Muka 1 warna;17;71000
110;Cetak Kertas HVS, 60 gram Kwarto 2 Muka 2 warna;17;92000
111;Cetak Kertas HVS, 60 gram Kwarto 2 Muka 3 warna;17;110000
112;Cetak Kertas HVS, 60 gram Kwarto 2 Muka full color;17;660000
113;Cetak Kertas HVS, 60 gram Ukuran KTP 1 Muka 1 warna;17;57000
114;Cetak Kertas HVS, 60 gram Ukuran KTP 1 Muka 2 warna;17;71000
115;Cetak Kertas HVS, 60 gram Ukuran KTP 1 Muka 3 warna;17;84500
116;Cetak Kertas HVS, 60 gram Ukuran KTP 1 Muka full color;17;1127000
117;Cetak Kertas HVS, 60 gram Ukuran KTP 2 Muka 1 warna;17;71000
118;Cetak Kertas HVS, 60 gram Ukuran KTP 2 Muka 2 warna;17;92000
119;Cetak Kertas HVS, 60 gram Ukuran KTP 2 Muka 3 warna;17;110000
120;Cetak Kertas HVS, 60 gram Ukuran KTP 2 Muka full color;17;1267000
121;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 1 Muka 1 warna;17;57000
122;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 1 Muka 2 warna;17;71000
123;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 1 Muka 3 warna;17;84000
124;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 1 Muka full color;17;1127000
125;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 2 Muka 1 warna;17;71000
126;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 2 Muka 2 warna;17;92000
127;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 2 Muka 3 warna;17;110000
128;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 2 Muka full color;17;1267000
129;Cetak Kertas HVS, 70 gram 1/2 Folio 1 Muka 1 warna;17;71000
130;Cetak Kertas HVS, 70 gram 1/2 Folio 1 Muka 2 warna;17;84000
131;Cetak Kertas HVS, 70 gram 1/2 Folio 1 Muka 3 warna;17;99000
132;Cetak Kertas HVS, 70 gram 1/2 Folio 1 Muka full color;17;988000
133;Cetak Kertas HVS, 70 gram 1/2 Folio 2 Muka 1 warna;17;84000
134;Cetak Kertas HVS, 70 gram 1/2 Folio 2 Muka 2 warna;17;93000
135;Cetak Kertas HVS, 70 gram 1/2 Folio 2 Muka 3 warna;17;117000
136;Cetak Kertas HVS, 70 gram 1/2 Folio 2 Muka full color;17;1406000
137;Cetak Kertas HVS, 70 gram 1/2 Kwarto 1 Muka 1 warna;17;71000
138;Cetak Kertas HVS, 70 gram 1/2 Kwarto 1 Muka 2 warna;17;85500
139;Cetak Kertas HVS, 70 gram 1/2 Kwarto 1 Muka 3 warna;17;99000
140;Cetak Kertas HVS, 70 gram 1/2 Kwarto 1 Muka full color;17;988000
141;Cetak Kertas HVS, 70 gram 1/2 Kwarto 2 Muka 1 warna;17;85500
142;Cetak Kertas HVS, 70 gram 1/2 Kwarto 2 Muka 2 warna;17;93500
143;Cetak Kertas HVS, 70 gram 1/2 Kwarto 2 Muka 3 warna;17;117000
144;Cetak Kertas HVS, 70 gram 1/2 Kwarto 2 Muka full color;17;1406000
145;Cetak Kertas HVS, 70 gram Double Folio 1 Muka 1 warna;17;146000
146;Cetak Kertas HVS, 70 gram Double Folio 1 Muka 2 warna;17;175000
147;Cetak Kertas HVS, 70 gram Double Folio 1 Muka 3 warna;17;208000
148;Cetak Kertas HVS, 70 gram Double Folio 1 Muka full color;17;1581000
149;Cetak Kertas HVS, 70 gram Double Folio 2 Muka 1 warna;17;179000
150;Cetak Kertas HVS, 70 gram Double Folio 2 Muka 2 warna;17;187000
151;Cetak Kertas HVS, 70 gram Double Folio 2 Muka 3 warna;17;242500
152;Cetak Kertas HVS, 70 gram Double Folio 2 Muka full color;17;2524000
153;Cetak Kertas HVS, 70 gram Double Kwarto 1 Muka 1 warna;17;146000
154;Cetak Kertas HVS, 70 gram Double Kwarto 1 Muka 2 warna;17;175000
155;Cetak Kertas HVS, 70 gram Double Kwarto 1 Muka 3 warna;17;208000
156;Cetak Kertas HVS, 70 gram Double Kwarto 1 Muka full color;17;1581000
157;Cetak Kertas HVS, 70 gram Double Kwarto 2 Muka 1 warna;17;179000
158;Cetak Kertas HVS, 70 gram Double Kwarto 2 Muka 2 warna;17;187000
159;Cetak Kertas HVS, 70 gram Double Kwarto 2 Muka 3 warna;17;242500
160;Cetak Kertas HVS, 70 gram Double Kwarto 2 Muka full color;17;2524000
161;Cetak Kertas HVS, 70 gram Folio 1 Muka 1 warna;17;71000
162;Cetak Kertas HVS, 70 gram Folio 1 Muka 2 warna;17;84500
163;Cetak Kertas HVS, 70 gram Folio 1 Muka 3 warna;17;99000
164;Cetak Kertas HVS, 70 gram Folio 1 Muka full color;17;988000
165;Cetak Kertas HVS, 70 gram Folio 2 Muka 1 warna;17;84500
166;Cetak Kertas HVS, 70 gram Folio 2 Muka 2 warna;17;93500
167;Cetak Kertas HVS, 70 gram Folio 2 Muka 3 warna;17;117000
168;Cetak Kertas HVS, 70 gram Folio 2 Muka full color;17;1406000
169;Cetak Kertas HVS, 70 gram Kwarto 1 Muka 1 warna;17;71000
170;Cetak Kertas HVS, 70 gram Kwarto 1 Muka 2 warna;17;84000
171;Cetak Kertas HVS, 70 gram Kwarto 1 Muka 3 warna;17;99000
172;Cetak Kertas HVS, 70 gram Kwarto 1 Muka full color;17;988000
173;Cetak Kertas HVS, 70 gram Kwarto 2 Muka 1 warna;17;84000
174;Cetak Kertas HVS, 70 gram Kwarto 2 Muka 2 warna;17;93500
175;Cetak Kertas HVS, 70 gram Kwarto 2 Muka 3 warna;17;117000
176;Cetak Kertas HVS, 70 gram Kwarto 2 Muka full color;17;1406000
177;Cetak Kertas HVS, 70 gram Ukuran KTP 1 Muka 1 warna;17;71000
178;Cetak Kertas HVS, 70 gram Ukuran KTP 1 Muka 2 warna;17;84500
179;Cetak Kertas HVS, 70 gram Ukuran KTP 1 Muka 3 warna;17;99000
180;Cetak Kertas HVS, 70 gram Ukuran KTP 1 Muka full color;17;988000
181;Cetak Kertas HVS, 70 gram Ukuran KTP 2 Muka 1 warna;17;84500
182;Cetak Kertas HVS, 70 gram Ukuran KTP 2 Muka 2 warna;17;93500
183;Cetak Kertas HVS, 70 gram Ukuran KTP 2 Muka 3 warna;17;117000
184;Cetak Kertas HVS, 70 gram Ukuran KTP 2 Muka full color;17;1406000
185;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 1 Muka 1 warna;17;71000
186;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 1 Muka 2 warna;17;84000
187;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 1 Muka 3 warna;17;99000
188;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 1 Muka full color;17;988000
189;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 2 Muka 1 warna;17;84000
190;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 2 Muka 2 warna;17;93500
191;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 2 Muka 3 warna;17;117000
