1;Alat laboratorium Petri dish   ? 9 cm;10;
2;Alat laboratorium Petri dish   ? 8,5 cm;10;
3;Alat laboratorium Tabung reaksi kecil ? 1 cm , T 10 cm;67;
4;Alat laboratorium Tabung reaksi kecil ? 1 cm , T 15 cm;67;
5;Alat laboratorium Pinset;10;
6;Alat laboratorium Sendok sangu;10;
7;Alat laboratorium Pembakar spritus;10;
8;Alat laboratorium Torniquit;10;
9;Alat laboratorium Termometer air;10;
10;Alat laboratorium Timer;10;
11;Alat laboratorium Kuvet Nova/rectangular cell test 10 mm;42;
12;Alat laboratorium Kuvet spektro tomos;42;
13;Alat laboratorium Tabung reaksitutup ulir;10;
14;Alat laboratorium Centrifuge tube;67;
15; Alat laboratorium Buret coklat 25 ml;10;
16;Alat laboratorium  Buret putih 25 ml;10;
17; Alat laboratorium Buret otomatis 25 ml;10;
18;Alat laboratorium  Mortir;10;
19;Alat laboratorium  Statis buret;10;
20;Alat laboratorium  Clem buret;10;
21; Alat laboratorium Tungkrus;10;
22;Alat laboratorium  Rak tabung reaksi;10;
23;Alat laboratorium  Rak pengecatan;10;
24;Alat laboratorium  Ohse;10;
25; Alat laboratorium Haemometer;10;
26;Alat laboratorium  Haemocitometer;10;
27;Alat laboratorium  pembakar spiritus;10;
28;Alat laboratorium Termometer lapangan;10;
29;Alat laboratorium Tas rantai dingin (vaksin carrier);10;
30;Alat laboratorium Finnipipete;10;
31;Alat laboratorium box slide;10;
32;Alat laboratorium Tas sampel;10;
33;Alat laboratorium  Jas laborat;10;
34;Alat laboratoriumTensete pipet  0 - 1 ml;10;
35;Alat laboratorium Tensete pipet  1 - 10 ml;10;
36;Alat laboratorium Pot Sputum;10;
37;Alat laboratorium Pot urin;12;
38;Alat laboratorium Tabung centrifuge;55;
39;Alat laboratorium tabung hamatokrit;51;
40;Alat laboratorium Tabung Vacutainer TUTUP UNGU;59;
41;Alat laboratorium Tabung Vacutainer TUTUP MERAH;59;
42;Alat laboratorium Tabung Vacutainer TUTUP KUNING;59;
43;Alat laboratorium White Tipe;81;
44;Alat laboratorium Yellow tip untuk Clinipet;81;
45;Alat laboratorium Blue Tip;81;
46;Alat laboratorium Beker Glass 25 ml;10;52000
47;Alat laboratorium Beker Glass 50 ml;10;59000
48;Alat laboratorium Beker Glass 100 ml;10;64000
49;Alat laboratorium Beker Glass 500 ml;10;97000
50;Alat laboratorium Beker Glass 1000 ml;10;167000
51;Batu Didih/ Boiling Chips 100 gr;10;1180000
52;Alat laboratorium  Botol BOD 300 ml;10;356500
53;Alat laboratorium Erlenmeyer 50 ml;10;81000
54;Alat laboratorium Erlenmeyer 100 ml;10;88000
55;Alat laboratorium Erlenmeyer 150 ml;10;92000
56;Alat laboratorium Erlenmeyer 250 ml;10;10500
57;Alat laboratorium Erlenmeyer 500 ml;10;106000
58;Alat laboratorium Gelas Ukur 25 ml;10;207000
59;Alat laboratorium Gelas Ukur 50 ml;10;223500
60;Alat laboratorium Gelas Ukur 100 ml;10;243000
61;Alat laboratorium Gelas Ukur 500 ml;10;579000
62;Alat laboratorium  Karet Penutup Erlenmeyer 300 ml;10;374000
63;Alat laboratorium Labu Destilasi Plat NS 24/29 250 ml;10;215000
64;Alat laboratorium Labu Destilasi Plat NS 24/29 500 ml;10;279000
65;Alat laboratorium Labu ukur, Gelas Stoper 25 ml;10;359000
66;Alat laboratorium Labu ukur, Gelas Stoper 50 ml;10;365000
67;Alat laboratorium Labu ukur, Gelas Stoper 100 ml;10;380000
68;Alat laboratorium Labu ukur 200 ml;10;
69;Alat laboratorium Labu ukur, Gelas Stoper 250 ml;10;506000
70;Alat laboratorium Labu ukur, Gelas Stoper 500 ml;10;550000
71;Alat laboratorium Labu ukur, Gelas Stoper 1000 ml;10;658000
72;Alat laboratorium Pipet Tetes;10;1800
73; Alat laboratorium Pipet tetes kaca;10;
74;Alat laboratorium Pipet Volume 0,5 ml;10;
75;Alat laboratorium Pipet Ukur 1 ml;10;109000
76;Alat laboratorium Pipet Ukur 2 ml;10;66000
77;Alat laboratorium Pipet Ukur 5 ml;10;125000
78;Alat laboratorium Pipet Ukur 10 ml;10;126500
79;Alat laboratorium Pipet Volume 1 ml;10;103500
80;Alat laboratorium Pipet Volume 2 ml;10;
81;Alat laboratorium Pipet Volume 3 ml;10;78500
82;Alat laboratorium Pipet Volume 5 ml;10;
83;Alat laboratorium Pipet Volume 10 ml;10;116500
84;Alat laboratorium Pipet Volume 20 ml;10;
85;Alat laboratorium Pipet Volume 25 ml;10;
86;Alat laboratorium Pipet Volume 50 ml;10;240500
87;Alat laboratorium  Propipet/ P-Pum 25 ml;10;186500
88;Alat laboratorium  Filtering Flash 500 ml;10;395000
89;Alat laboratorium  Cawan Porselin with lid 50 ml;10;54500
90;Alat laboratorium  Spatula and Spoon;10;18500
91;Alat laboratorium  Destilation Set 250 ml;10;1754000
92;Alat laboratorium  Ekstraktor Set 250 ml;10;1754000
93;Alat laboratorium  Filter Holder Glasses Set 300 ml;10;12798000
94;Alat laboratorium  Reagen Bottle WM 250 ml;10;52000
95;Alat laboratorium  Mikro Buret, Clear, Glass Stop Cook 5 ml;10;2151000
96;Alat laboratorium  Gelas Arloji d. 10 cm;10;40500
97;Alat laboratorium  Pengaduk Kaca 25 cm;10;14000
98;Alat laboratorium  Filter Paper d. 1,5 mikro;10;828000
99;Alat laboratorium  HC Lamp (AAS) kecuali Hg;10;15525000
100;Alat laboratorium  BOD Incubator Volume 215;10;58650000
101;Alat laboratorium  BOD Sensor Sistem 6;10;40480000
102;Alat laboratorium  Parmacheutical Refrigerator Cap. 480;10;39445000
