NO;KODE BARANG;NAMA BARANG;SATUAN;SALDO AWAL;HARGA;TOTAL
3e60275d-7fc8-11e6-aed5-000476f4fa98;1.1.249;Kertas Komputer (Continous Form) Ukuran 9 1/2 x 11 4 ply (500 lbr);box;;;
3e603031-7fc8-11e6-aed5-000476f4fa98;1.1.250;Kertas Komputer (Continous Form) Ukuran 9 1/2 x 11 5 ply (500 lbr);box;;;
3e603931-7fc8-11e6-aed5-000476f4fa98;1.1.251;Kertas Komputer (Continous Form) Ukuran 9 1/2 x 11 6 ply (500 lbr) Berwarna dan berlogo;box;;;
3e6041ce-7fc8-11e6-aed5-000476f4fa98;1.1.252;Computer Binder Type 4728 x 11;buah;;;
3e604a56-7fc8-11e6-aed5-000476f4fa98;1.1.253;Computer Binder Type 9,5 x 11;buah;;;
3e6053c0-7fc8-11e6-aed5-000476f4fa98;1.1.254;Pengadaan Kartu Tanda Pengenal/ID Card PNS Harga Yoyo;buah;;;
3e605cb7-7fc8-11e6-aed5-000476f4fa98;1.1.255;Pengadaan Kartu Tanda Pengenal/ID Card PNS Fung/Wadah Id Card;buah;;;
3e60658c-7fc8-11e6-aed5-000476f4fa98;1.1.256;Pengadaan Kartu Tanda Pengenal/ID Card PNS Resin;buah;;;
3e606e63-7fc8-11e6-aed5-000476f4fa98;1.1.257;Pengadaan Kartu Tanda Pengenal/ID Card PNS Foto ID Card;buah;;;
3e607760-7fc8-11e6-aed5-000476f4fa98;1.1.258;Plakat/souvenir OL/PKL/Benchmarking;buah;;;
607aefb2-7fc8-11e6-aed5-000476f4fa98;1.2.1;Peralatan Teknis Seleksi Arsip Masker kain;pack;;;
607afda4-7fc8-11e6-aed5-000476f4fa98;1.2.2;Peralatan Teknis Seleksi Arsip Sekat arsip ukuran folio;set;;;
607b06db-7fc8-11e6-aed5-000476f4fa98;1.2.3;Peralatan Teknis Seleksi Arsip Sekat kartu kendali;set;;;
607b12f6-7fc8-11e6-aed5-000476f4fa98;1.2.4;Peralatan Teknis Seleksi Arsip Folder arsip ukuran folio;buah;;;
607b1c60-7fc8-11e6-aed5-000476f4fa98;1.2.5;Peralatan Teknis Seleksi Arsip Folder kartu kendali uk. 1/4 folio;buah;;;
607b2547-7fc8-11e6-aed5-000476f4fa98;1.2.6;Peralatan Teknis Seleksi Arsip Label doos;lbr;;;
607b2e07-7fc8-11e6-aed5-000476f4fa98;1.2.7;Peralatan Teknis Seleksi Arsip Map gantung;buah;;;
607b374f-7fc8-11e6-aed5-000476f4fa98;1.2.8;Peralatan Teknis Seleksi Arsip Doos arsip ukuran 375 x 180 x 265 mm (type Punched Plate) Kualitas I;buah;;;
607b40d7-7fc8-11e6-aed5-000476f4fa98;1.2.9;Peralatan Teknis Seleksi Arsip Doos arsip ukuran 375 x 180 x 265 mm (type Punched Plate) Kualitas II;buah;;;
607b4a43-7fc8-11e6-aed5-000476f4fa98;1.2.10;Peralatan Teknis Seleksi Arsip Doos arsip ukuran 375 x 180 x 265 mm (type Punched Plate) Kualitas III;buah;;;
607b5328-7fc8-11e6-aed5-000476f4fa98;1.2.11;Peralatan Teknis Seleksi Arsip Kartu Kendali;buku;;;
607b5c41-7fc8-11e6-aed5-000476f4fa98;1.2.12;Peralatan Teknis Seleksi Arsip Fisis / Lembar Diskripsi;buku;;;
607b6538-7fc8-11e6-aed5-000476f4fa98;1.2.13;Peralatan Teknis Seleksi Arsip Amplop Foto;lbr;;;
607b6f0c-7fc8-11e6-aed5-000476f4fa98;1.2.14;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Pengumpulan data melalui survey dan membuat daftar ikhtisar    arsip;m3;;;
607b7903-7fc8-11e6-aed5-000476f4fa98;1.2.15;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Memeriksa/mendeskripsikan arsip berdasarkan sub-sub masalah (Daftar B);berkas;;;
607b8470-7fc8-11e6-aed5-000476f4fa98;1.2.16;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Memeriksa/mendeskripsikan arsip dari pokok      masalah ke sub-sub masalah (dari Daftar A ke Daftar B);berkas;;;
607b8e3d-7fc8-11e6-aed5-000476f4fa98;1.2.17;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Memeriksa/mendeskripsikan arsip teratur.;berkas;;;
607b97b4-7fc8-11e6-aed5-000476f4fa98;1.2.18;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Menyusun Kartu Fisis ;lbr;;;
607ba14d-7fc8-11e6-aed5-000476f4fa98;1.2.19;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Menyusun berkas ke dalam boks arsip.;dus;;;
607babcf-7fc8-11e6-aed5-000476f4fa98;1.2.20;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Menata arsip ke tempat penyimpanan;dus;;;
607bb5f2-7fc8-11e6-aed5-000476f4fa98;1.2.21;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Membuat dan mengetik daftar pertelaan arsip;lbr;;;
607bbf9e-7fc8-11e6-aed5-000476f4fa98;1.2.22;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Menilai dan meneliti senerai arsip;berkas;;;
607bc93f-7fc8-11e6-aed5-000476f4fa98;1.2.23;Kebutuhan Kantor Perpustakaan dan Arsip Pengelolaan Arsip Dinamis In Aktif Bongkar dan muat arsip;dus;;;
607bd2f6-7fc8-11e6-aed5-000476f4fa98;1.2.24;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Pengecapan;buku;;;
607bdca5-7fc8-11e6-aed5-000476f4fa98;1.2.25;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Inventarisasi;buku;;;
607be658-7fc8-11e6-aed5-000476f4fa98;1.2.26;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Klasifikasi;buku;;;
607bf016-7fc8-11e6-aed5-000476f4fa98;1.2.27;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Katalogisasi;buku;;;
607bf9cd-7fc8-11e6-aed5-000476f4fa98;1.2.28;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Korektor;buku;;;
607c039d-7fc8-11e6-aed5-000476f4fa98;1.2.29;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Penggunaan Katalog;buku;;;
607c0e57-7fc8-11e6-aed5-000476f4fa98;1.2.30;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Perlengkapan buku;buku;;;
607c180d-7fc8-11e6-aed5-000476f4fa98;1.2.31;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Pengaturan Buku di rak;buku;;;
607c21be-7fc8-11e6-aed5-000476f4fa98;1.2.32;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Filling kartu katalog;buku;;;
607c2c47-7fc8-11e6-aed5-000476f4fa98;1.2.33;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Perbaikan buku rusak, terdiri dari :;buku;;;
607c39cd-7fc8-11e6-aed5-000476f4fa98;1.2.34;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Penyelesaian bahan pustaka rusak;buku;;;
607c43e0-7fc8-11e6-aed5-000476f4fa98;1.2.35;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Pengumpulan bahan pustaka;buku;;;
607c4ef4-7fc8-11e6-aed5-000476f4fa98;1.2.36;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Pengetikan daftar;buku;;;
607c58ef-7fc8-11e6-aed5-000476f4fa98;1.2.37;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Perbaikan / penjilidan buku rusak;buku;;;
607c62bf-7fc8-11e6-aed5-000476f4fa98;1.2.38;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Penyerahan buku;buku;;;
607c6cc5-7fc8-11e6-aed5-000476f4fa98;1.2.39;Kebutuhan Kantor Perpustakaan dan Arsip Harga Satuan Pelaksanaan Kegiatan Perpustakaan (HSPK) Pengaturan buku di rak;buku;;;
73c297c3-7fc8-11e6-aed5-000476f4fa98;1.3.1;Jam Dinding;unit;;;
73c2a4de-7fc8-11e6-aed5-000476f4fa98;1.3.2;Jam Beker;unit;;;
73c2aed8-7fc8-11e6-aed5-000476f4fa98;1.3.3;Kipas angin Desk fan kecil                                                                 ;unit;;;
73c2b87b-7fc8-11e6-aed5-000476f4fa98;1.3.4;Kipas angin Desk fan sedang                                                               ;unit;;;
73c2c1a4-7fc8-11e6-aed5-000476f4fa98;1.3.5;Kipas angin Desk fan besar ;unit;;;
73c2cad9-7fc8-11e6-aed5-000476f4fa98;1.3.6;Kipas angin Box fan sedang;unit;;;
73c2d3ef-7fc8-11e6-aed5-000476f4fa98;1.3.7;Kipas angin Box fan besar;unit;;;
73c2dd2b-7fc8-11e6-aed5-000476f4fa98;1.3.8;Kipas angin Kipas angin berdiri;unit;;;
73c2e659-7fc8-11e6-aed5-000476f4fa98;1.3.9;Kipas angin Kipas angin gantung;unit;;;
73c2efa4-7fc8-11e6-aed5-000476f4fa98;1.3.10;Kipas angin Kipas angin dinding;unit;;;
73c2fa56-7fc8-11e6-aed5-000476f4fa98;1.3.11;Kipas angin Kipas angin ventilasi dinding;unit;;;
73c30413-7fc8-11e6-aed5-000476f4fa98;1.3.12;Kipas angin ventilasi plafon;unit;;;
73c30ee8-7fc8-11e6-aed5-000476f4fa98;1.3.13;Air Cleaner                                              ;unit;;;
73c31885-7fc8-11e6-aed5-000476f4fa98;1.3.14;Lemari Es Satu pintu kecil (untuk kamar RS / Mess);unit;;;
73c321ea-7fc8-11e6-aed5-000476f4fa98;1.3.15;Lemari Es Satu pintu sedang;unit;;;
73c32b5e-7fc8-11e6-aed5-000476f4fa98;1.3.16;Lemari Es Satu pintu besar;unit;;;
73c335a6-7fc8-11e6-aed5-000476f4fa98;1.3.17;Lemari Es Dua pintu sedang;unit;;;
73c33eea-7fc8-11e6-aed5-000476f4fa98;1.3.18;Lemari Es Dua pintu besar;unit;;;
73c3484b-7fc8-11e6-aed5-000476f4fa98;1.3.19;Lemari Es Tipe Hot / Cold;unit;;;
73c3519f-7fc8-11e6-aed5-000476f4fa98;1.3.20;Lemari Es Freezer sedang ;unit;;;
73c35af1-7fc8-11e6-aed5-000476f4fa98;1.3.21;Lemari Es Freezer besar;unit;;;
73c36477-7fc8-11e6-aed5-000476f4fa98;1.3.22;Air Conditioner ( AC) Split 1/2 s/d 1 pk;buah;;;
73c36df0-7fc8-11e6-aed5-000476f4fa98;1.3.23;Air Conditioner ( AC) Split 1 1/2 pk;buah;;;
73c3775b-7fc8-11e6-aed5-000476f4fa98;1.3.24;Air Conditioner ( AC) Split 2 pk;buah;;;
73c380e1-7fc8-11e6-aed5-000476f4fa98;1.3.25;Air Conditioner ( AC) AC Floor standing 2 pk;buah;;;
73c38a7f-7fc8-11e6-aed5-000476f4fa98;1.3.26;Air Conditioner ( AC) AC Floor standing 5 pk;buah;;;
73c39496-7fc8-11e6-aed5-000476f4fa98;1.3.27;Televisi Berwarna  14 inci Flat;unit;;;
73c39eb2-7fc8-11e6-aed5-000476f4fa98;1.3.28;Televisi Berwarna  14 inci Flat stereo;unit;;;
73c3a851-7fc8-11e6-aed5-000476f4fa98;1.3.29;Televisi Berwarna  21 inci Flat;unit;;;
73c3b1ed-7fc8-11e6-aed5-000476f4fa98;1.3.30;Televisi Berwarna  29 inci Flat;unit;;;
73c3bba3-7fc8-11e6-aed5-000476f4fa98;1.3.31;Televisi Berwarna  25 inci LCD TV;unit;;;
73c3c555-7fc8-11e6-aed5-000476f4fa98;1.3.32;Televisi Berwarna  32 inci LCD TV;unit;;;
73c3cf0f-7fc8-11e6-aed5-000476f4fa98;1.3.33;Televisi Berwarna  32 inci Plasma TV;unit;;;
73c3d8d7-7fc8-11e6-aed5-000476f4fa98;1.3.34;Televisi Berwarna 42 inci Plasma TV;unit;;;
73c3e285-7fc8-11e6-aed5-000476f4fa98;1.3.35;Televisi Berwarna 24 inci LED;unit;;;
73c3ec00-7fc8-11e6-aed5-000476f4fa98;1.3.36;VCD Player;unit;;;
73c3f64e-7fc8-11e6-aed5-000476f4fa98;1.3.37;DVD Player;unit;;;
73c3ffe1-7fc8-11e6-aed5-000476f4fa98;1.3.38;Mini Compo;unit;;;
73c4098c-7fc8-11e6-aed5-000476f4fa98;1.3.39;Hifi Compo;unit;;;
73c41339-7fc8-11e6-aed5-000476f4fa98;1.3.40;Mini Compo CD;unit;;;
73c41d13-7fc8-11e6-aed5-000476f4fa98;1.3.41;Hifi Compo CD;unit;;;
73c426d6-7fc8-11e6-aed5-000476f4fa98;1.3.42;Home Teater;unit;;;
73c431e5-7fc8-11e6-aed5-000476f4fa98;1.3.43;Aktif Speaker;unit;;;
73c43c10-7fc8-11e6-aed5-000476f4fa98;1.3.44;Radio;unit;;;
73c445d1-7fc8-11e6-aed5-000476f4fa98;1.3.45;Camera Pocket digital;unit;;;
73c44f93-7fc8-11e6-aed5-000476f4fa98;1.3.46;Camera SLR Digital 5 s/d 7 MP;unit;;;
73c4593e-7fc8-11e6-aed5-000476f4fa98;1.3.47;Kelengkapan KameraLampu blite;unit;;;
73c46301-7fc8-11e6-aed5-000476f4fa98;1.3.48;Kelengkapan Kamera Tripot;unit;;;
73c46cc1-7fc8-11e6-aed5-000476f4fa98;1.3.49;Kamera DSRL;unit;;;
73c476b9-7fc8-11e6-aed5-000476f4fa98;1.3.50;Kelengkapan Kamera Telezoom;unit;;;
73c4807a-7fc8-11e6-aed5-000476f4fa98;1.3.51;Handycam;unit;;;
73c48a70-7fc8-11e6-aed5-000476f4fa98;1.3.52;LCD Proyektor ANSI Lumens 3000;unit;;;
73c49455-7fc8-11e6-aed5-000476f4fa98;1.3.53;Pengeras Suara Horn / TOA;unit;;;
73c49e5b-7fc8-11e6-aed5-000476f4fa98;1.3.54;Pengeras Suara PA Amplifier 25 watt;unit;;;
73c4a864-7fc8-11e6-aed5-000476f4fa98;1.3.55;Pengeras Suara PA Amplifier 30 watt;unit;;;
73c4b272-7fc8-11e6-aed5-000476f4fa98;1.3.56;Pengeras Suara PA Amplifier 60 watt;unit;;;
73c4bc7c-7fc8-11e6-aed5-000476f4fa98;1.3.57;Pengeras Suara PA Amplifier 120 watt;unit;;;
73c4c697-7fc8-11e6-aed5-000476f4fa98;1.3.58;Pengeras Suara Colum speaker 10 watt;unit;;;
73c4d126-7fc8-11e6-aed5-000476f4fa98;1.3.59;Pengeras Suara Colum speaker 20 watt;unit;;;
73c4db83-7fc8-11e6-aed5-000476f4fa98;1.3.60;Pengeras Suara Box speaker;unit;;;
73c4e5a2-7fc8-11e6-aed5-000476f4fa98;1.3.61;Pengeras Suara Mega Phone;unit;;;
73c4efdf-7fc8-11e6-aed5-000476f4fa98;1.3.62;Pengeras Suara Mega Phone 6 Watt;unit;;;
73c4fadd-7fc8-11e6-aed5-000476f4fa98;1.3.63;Pengeras Suara Mega Phone + Sirine 6 Watt;unit;;;
73c50528-7fc8-11e6-aed5-000476f4fa98;1.3.64;Pengeras Suara Mega Phone 15 Watt;unit;;;
73c511ca-7fc8-11e6-aed5-000476f4fa98;1.3.65;Pengeras Suara Mega Phone 15 Watt + sirine;unit;;;
73c51a81-7fc8-11e6-aed5-000476f4fa98;1.3.66;Pengeras Suara Magnic Meja;unit;;;
73c52462-7fc8-11e6-aed5-000476f4fa98;1.3.67;Pengeras Suara Tiang Mic berdiri/ mic holder;unit;;;
73c52d35-7fc8-11e6-aed5-000476f4fa98;1.3.68;Pengeras Suara Mixer 8 CH Built Up;unit;;;
73c536f0-7fc8-11e6-aed5-000476f4fa98;1.3.69;Pengeras Suara Audio Prossesor Built Up;unit;;;
73c53f8d-7fc8-11e6-aed5-000476f4fa98;1.3.70;Pengeras Suara Power Audio Control;unit;;;
73c547fe-7fc8-11e6-aed5-000476f4fa98;1.3.71;Pengeras Suara Tuner FM;unit;;;
73c550a3-7fc8-11e6-aed5-000476f4fa98;1.3.72;Pengeras Suara Stodio Standart MIC;unit;;;
73c55949-7fc8-11e6-aed5-000476f4fa98;1.3.73;Pengeras Suara Standing Mic Arm;unit;;;
73c56210-7fc8-11e6-aed5-000476f4fa98;1.3.74;Pengeras Suara Magnetic Tape Recorder;unit;;;
73c56b35-7fc8-11e6-aed5-000476f4fa98;1.3.75;Pengeras Suara Exciter;unit;;;
73c57439-7fc8-11e6-aed5-000476f4fa98;1.3.76;Pengeras Suara Built Up RVR Booster;unit;;;
73c57cfc-7fc8-11e6-aed5-000476f4fa98;1.3.77;Pengeras Suara Antenna 4 Bay Built Up;unit;;;
73c585bf-7fc8-11e6-aed5-000476f4fa98;1.3.78;Pengeras Suara Wireless microphone;unit;;;
73c58e85-7fc8-11e6-aed5-000476f4fa98;1.3.79;Pengeras Suara Telepon Ruangan;unit;;;
73c5972f-7fc8-11e6-aed5-000476f4fa98;1.3.80;Alat-alat Listrik Tespen;buah;;;
73c5a01c-7fc8-11e6-aed5-000476f4fa98;1.3.81;Alat-alat Listrik Aiqua Klem Jaringan Standar;buah;;;
73c5a90d-7fc8-11e6-aed5-000476f4fa98;1.3.82;Alat-alat Listrik Angkur baut dudukan;buah;;;
73c5b217-7fc8-11e6-aed5-000476f4fa98;1.3.83;Alat-alat Listrik Arde (kawat tembaga) O 25 mm;m;;;
73c5bb0d-7fc8-11e6-aed5-000476f4fa98;1.3.84;Alat-alat Listrik Arde (kawat tembaga) O 50 mm;m;;;
73c5c3fd-7fc8-11e6-aed5-000476f4fa98;1.3.85;Alat-alat Listrik Bolam HPIT 250 Watt;buah;;;
73c5ccf7-7fc8-11e6-aed5-000476f4fa98;1.3.86;Alat-alat Listrik Bolam HPIT 400 Watt;buah;;;
73c5d6a3-7fc8-11e6-aed5-000476f4fa98;1.3.87;Alat-alat Listrik Bolam HPIT 80 Watt;buah;;;
73c5dfbc-7fc8-11e6-aed5-000476f4fa98;1.3.88;Alat-alat Listrik Bolam HPLN 250 Watt;buah;;;
73c5e8cc-7fc8-11e6-aed5-000476f4fa98;1.3.89;Alat-alat Listrik Bolam HPLN SON H 250 Watt;buah;;;
73c5f1de-7fc8-11e6-aed5-000476f4fa98;1.3.90;Alat-alat Listrik Bolam HPLN SON H 350 Watt;buah;;;
73c5faff-7fc8-11e6-aed5-000476f4fa98;1.3.91;Alat-alat Listrik Bolam Pijar 100 Watt;buah;;;
73c60482-7fc8-11e6-aed5-000476f4fa98;1.3.92;Alat-alat Listrik Bolam SL 18 Watt;buah;;;
73c60e04-7fc8-11e6-aed5-000476f4fa98;1.3.93;Alat-alat Listrik Box MCB 125 Watt;buah;;;
73c61736-7fc8-11e6-aed5-000476f4fa98;1.3.94;Alat-alat Listrik Box MCB 25 KVA;buah;;;
73c62120-7fc8-11e6-aed5-000476f4fa98;1.3.95;Alat-alat Listrik Box MCB 350 Watt;buah;;;
73c62a26-7fc8-11e6-aed5-000476f4fa98;1.3.96;Alat-alat Listrik Box MCB 400 Watt;buah;;;
73c63332-7fc8-11e6-aed5-000476f4fa98;1.3.97;Alat-alat Listrik Box MCB 50 KVA;buah;;;
73c63c39-7fc8-11e6-aed5-000476f4fa98;1.3.98;Alat-alat Listrik Box meter;buah;;;
73c64544-7fc8-11e6-aed5-000476f4fa98;1.3.99;Alat-alat Listrik Box Sekering 10 A;buah;;;
73c64e7e-7fc8-11e6-aed5-000476f4fa98;1.3.100;Alat-alat Listrik Box Sekering 6 A;buah;;;
73c657a3-7fc8-11e6-aed5-000476f4fa98;1.3.101;Alat-alat Listrik Circle*20 watt;buah;;;
73c660c8-7fc8-11e6-aed5-000476f4fa98;1.3.102;Alat-alat Listrik Circle*30 watt;buah;;;
73c66a05-7fc8-11e6-aed5-000476f4fa98;1.3.103;Alat-alat Listrik Fitting gantung 125 Watt;buah;;;
73c67344-7fc8-11e6-aed5-000476f4fa98;1.3.104;Alat-alat Listrik Fitting gantung 250 Watt;buah;;;
73c67cb2-7fc8-11e6-aed5-000476f4fa98;1.3.105;Alat-alat Listrik Fitting Mercury/LHE 125 Watt;buah;;;
73c6861a-7fc8-11e6-aed5-000476f4fa98;1.3.106;Alat-alat Listrik Fitting Mercury/LHE 250 Watt;buah;;;
73c68f5f-7fc8-11e6-aed5-000476f4fa98;1.3.107;Alat-alat Listrik Fitting Porselin;buah;;;
73c698aa-7fc8-11e6-aed5-000476f4fa98;1.3.108;Alat-alat Listrik Fitting porselin;buah;;;
73c6a28c-7fc8-11e6-aed5-000476f4fa98;1.3.109;Alat-alat Listrik Folding Gate;m2;;;
73c6accf-7fc8-11e6-aed5-000476f4fa98;1.3.110;Alat-alat Listrik Foto Cell 10 A;buah;;;
73c6b631-7fc8-11e6-aed5-000476f4fa98;1.3.111;Alat-alat Listrik Foto Cell 3 A;buah;;;
73c6bf91-7fc8-11e6-aed5-000476f4fa98;1.3.112;Alat-alat Listrik Foto Cell 6 A;buah;;;
73c6c8f8-7fc8-11e6-aed5-000476f4fa98;1.3.113;Alat-alat Listrik Fotto Cell 10 A;buah;;;
73c6d264-7fc8-11e6-aed5-000476f4fa98;1.3.114;Alat-alat Listrik Fuse 10 A;buah;;;
73c6dbd6-7fc8-11e6-aed5-000476f4fa98;1.3.115;Alat-alat Listrik Fuse 3 A;buah;;;
73c6e54a-7fc8-11e6-aed5-000476f4fa98;1.3.116;Alat-alat Listrik Fuse 6 A;buah;;;
73c6eec2-7fc8-11e6-aed5-000476f4fa98;1.3.117;Alat-alat Listrik Ignator;buah;;;
73c6f85e-7fc8-11e6-aed5-000476f4fa98;1.3.118;Alat-alat Listrik Isolasi PVC;buah;;;
73c701ef-7fc8-11e6-aed5-000476f4fa98;1.3.119;Alat-alat Listrik Isolasi Unibel Besar;buah;;;
73c70b7e-7fc8-11e6-aed5-000476f4fa98;1.3.120;Alat-alat Listrik Kabel DX 2 x 10 mm;m;;;
73c715fd-7fc8-11e6-aed5-000476f4fa98;1.3.121;Alat-alat Listrik Kabel DX 2 x 16 mm;m;;;
73c71f6f-7fc8-11e6-aed5-000476f4fa98;1.3.122;Alat-alat Listrik Kabel DX 2 x 16 mm;m;;;
73c72911-7fc8-11e6-aed5-000476f4fa98;1.3.123;Alat-alat Listrik Kabel Listrik 1,50 mm;m;;;
73c732a8-7fc8-11e6-aed5-000476f4fa98;1.3.124;Alat-alat Listrik Kabel listrik 1,50 mm NYA/100 M;m;;;
73c73cbd-7fc8-11e6-aed5-000476f4fa98;1.3.125;Alat-alat Listrik Kabel Listrik 2,50 mm;m;;;
73c746c4-7fc8-11e6-aed5-000476f4fa98;1.3.126;Alat-alat Listrik Kabel listrik 2,50 mm NYA/100 M;m;;;
73c7505a-7fc8-11e6-aed5-000476f4fa98;1.3.127;Alat-alat Listrik Kabel LVTC;m;;;
73c76c7c-7fc8-11e6-aed5-000476f4fa98;1.3.128;Alat-alat Listrik Kabel LVTC;m;;;
73c77693-7fc8-11e6-aed5-000476f4fa98;1.3.129;Alat-alat Listrik Kabel NYA 1 x 2,5 mm;gulung;;;
73c7803b-7fc8-11e6-aed5-000476f4fa98;1.3.130;Alat-alat Listrik Kabel NYM 2 x 2,5 mm;gulung;;;
73c789ed-7fc8-11e6-aed5-000476f4fa98;1.3.131;Alat-alat Listrik Kabel NYM 2 x 2,5 mm;gulung;;;
73c793cc-7fc8-11e6-aed5-000476f4fa98;1.3.132;Alat-alat Listrik Kabel NYM 2 x 4 mm;gulung;;;
73c79d69-7fc8-11e6-aed5-000476f4fa98;1.3.133;Alat-alat Listrik Kabel 4 x 4;m;;;
73c7a7f2-7fc8-11e6-aed5-000476f4fa98;1.3.134;Alat-alat Listrik Kabel NYM 2 x 4 mm;m;;;
73c7b1d9-7fc8-11e6-aed5-000476f4fa98;1.3.135;Alat-alat Listrik Kabel NYM 4 x 10 mm;m;;;
73c7bbb8-7fc8-11e6-aed5-000476f4fa98;1.3.136;Alat-alat Listrik Kabel NYM 4 x 16 mm;m;;;
73c7c58e-7fc8-11e6-aed5-000476f4fa98;1.3.137;Alat-alat Listrik Kabel NYM 4 x 25 mm;m;;;
73c7cf65-7fc8-11e6-aed5-000476f4fa98;1.3.138;Alat-alat Listrik Kabel NYY 2 x 16 mm;m;;;
73c7d9ac-7fc8-11e6-aed5-000476f4fa98;1.3.139;Alat-alat Listrik Kabel NYY 2 x 4 mm;gulung;;;
73c7e3f2-7fc8-11e6-aed5-000476f4fa98;1.3.140;Alat-alat Listrik Kabel NYY 2 x 6 mm;gulung;;;
73c7edde-7fc8-11e6-aed5-000476f4fa98;1.3.141;Alat-alat Listrik Kabel NYY 3 x 16 mm;gulung;;;
73c7f7cb-7fc8-11e6-aed5-000476f4fa98;1.3.142;Alat-alat Listrik Kabel NYY 3 x 4 mm;gulung;;;
73c801bb-7fc8-11e6-aed5-000476f4fa98;1.3.143;Alat-alat Listrik Kabel NYY 4 x 16 mm;gulung;;;
73c80ba8-7fc8-11e6-aed5-000476f4fa98;1.3.144;Alat-alat Listrik Kabel Power;unit;;;
73c815aa-7fc8-11e6-aed5-000476f4fa98;1.3.145;Alat-alat Listrik Kaca Apollo Besar;buah;;;
73c81fb3-7fc8-11e6-aed5-000476f4fa98;1.3.146;Alat-alat Listrik Kaca Apollo Kecil;buah;;;
73c82ae5-7fc8-11e6-aed5-000476f4fa98;1.3.147;Alat-alat Listrik Kap lampu Biasa;buah;;;
73c834d8-7fc8-11e6-aed5-000476f4fa98;1.3.148;Alat-alat Listrik Kap lampu HNOX Besar;buah;;;
73c83eeb-7fc8-11e6-aed5-000476f4fa98;1.3.149;Alat-alat Listrik Kap lampu HNOX Kecil;buah;;;
73c848d8-7fc8-11e6-aed5-000476f4fa98;1.3.150;Alat-alat Listrik Kapasitor;buah;;;
73c852d2-7fc8-11e6-aed5-000476f4fa98;1.3.151;Alat-alat Listrik Kawat Skur;buah;;;
73c85cbc-7fc8-11e6-aed5-000476f4fa98;1.3.152;Alat-alat Listrik Klem;pack;;;
73c866c5-7fc8-11e6-aed5-000476f4fa98;1.3.153;Alat-alat Listrik Kontaktor SN. 20;buah;;;
73c870ce-7fc8-11e6-aed5-000476f4fa98;1.3.154;Alat-alat Listrik Kontaktor SN. 50;buah;;;
73c87b7e-7fc8-11e6-aed5-000476f4fa98;1.3.155;Alat-alat Listrik Kontaktor SN. 80;buah;;;
73c88595-7fc8-11e6-aed5-000476f4fa98;1.3.156;Alat-alat Listrik KWH meter 1,300 VA;buah;;;
73c88fa1-7fc8-11e6-aed5-000476f4fa98;1.3.157;Alat-alat Listrik KWH meter 11,000 VA;buah;;;
73c89a3f-7fc8-11e6-aed5-000476f4fa98;1.3.158;Alat-alat Listrik KWH meter 2,200 VA;buah;;;
